datetime,city,state,number,country,shape,duration(seconds),duration(hours/min),comments,dateposted,latitude,longitude
01-10-91 17:00,ft. resolution (near) (nwt) canada),nt,1,Unknown,unknown,300,5 minutes,Strange throbbing sound with intense flashes of light over several minutes-No direct observation of any craft,2/14/2006,61.172054,-113.673764
01-10-93 0:30,ithaca,ny,1,United States,other,10,10 seconds,A extremly huge object flew across the sky with great speed and no sound.,08-10-99,42.4405556,-76.4969444
01-10-95 7:15,riverside,Canada,1,United States,Unknown,30,30 sec.,Man sees seven very bright&#44 golden lights descend from sky&#44 hover&#44 and move strangely. Quickly  streaks to W.,11-02-99,33.9533333,-117.3952778
01-10-95 21:00,cleveland heights,oh,1,United States,sphere,20,20 seconds,Glowing orb changes color and heads straight into Lake Erie.,11/26/2003,41.52,-81.5563889
01-10-96 18:50,meadville,pa,1,United States,Unknown,1800,30 min.,Father and son witness a very peculiar&#44 multi-colored light&#44 as it appeared to rotate.,7/29/2010,41.6413889,-80.1516667
01-10-97 22:00,columbus,oh,1,United States,triangle,15,15 seconds,Very large triangular craft moved silently and darkly (no lights) very fast through dark Columbus OH night.,02-01-07,39.9611111,-82.9988889
01-10-98 10:00,beals,me,1,United States,circle,16,16sec.,On my porch my friend and I saw a  round &#44white light in the sky it moved  acrossed the sky faster then the average plane. After about,1/28/1999,44.5197222,-67.6155556
01-10-98 17:00,bremerton (over),wa,1,United States,light,300,aproximately 5-minutes,10-year old sites ufo above Bremerton.  She explains it as a fire in the sky.  The object moved extremyly slow.,03-07-98,47.5675,-122.6313889
01-10-98 18:00,london (uk/england),Unknown,1,Great Britain,circle,240,4 mins,Large orange ball of light over London late 1990&#39s,9/29/2004,51.514125,-0.093689
01-10-98 22:10,saginaw,mi,1,United States,light,300,5 min approx,A round light in the sky hovered then moved in a perfect line from one point to another and disappeared,11-01-98,43.4194444,-83.9508333
01-10-98 22:24,lowell,in,1,United States,Unknown,30,30 sec.,no craft seen.  we heard a bang against the house and the bedroom blinds began turning red as if someone had backed a car up two our be,7/23/2000,41.2913889,-87.4205556
01-10-99 1:00,san lorenzo (puerto rico),pr,1,United States,formation,60,0:01min.,I was with my parent inside our car when suddenly we saw a 7 lights in formation on top of a mountain and then a we heard a big explosi,11-02-99,18.1913889,-65.9613889
01-10-99 3:00,paradise (just east of; yankee hill),Canada,1,United States,unknown,120,2 min,Humming sound outside--unlike any other I&#39ve heard around here.,2/16/1999,39.7597222,-121.6208333
01-10-99 8:30,los angeles,Canada,1,United States,fireball,180,3 mins.?,I saw 2 glowing balls move slowly across the sky at high altitude.,2/16/1999,34.0522222,-118.2427778
01-10-99 17:45,dallas (north of dfw),tx,1,United States,light,900,15 minutes,Saw long tail reflecting the setting sun begin to zigzag explosively moving from NW to SE then a bright light appeared in front of the,2/16/1999,32.7833333,-96.8
01-10-99 19:00,cornwall bridge,ct,1,United States,disk,60,one minute,Clear night.  Wife and I saw circle of lights&#44 green&#44 bluish on stationary object about 200-500 feet.  Suddening object moved right and,2/16/1999,41.8186111,-73.3713889
01-10-99 19:00,newark,Europe,1,United States,fireball,1.5,1.5 sec,Quickly moving bluish/green light w/ tail. Meteor?,04-02-99,39.6836111,-75.75
01-10-99 19:04,tyson&#39s corner,va,1,Unknown,circle,2,1 to 2 sec,Bright green circularly shaped light moved downward and easterly through elevation angles from 30 degrees to 10 degrees and 20 degrees,2/16/1999,38.917488,-77.237997
01-10-99 20:30,corpus christi,tx,1,United States,fireball,3,3 seconds,It was going straight toward the ground&#44 it appeared to be glittery like tin foil and appeared to be about the size of a basketball&#44nor,2/16/1999,27.8002778,-97.3961111
01-10-00 9:15,brentwood,tn,1,United States,disk,240,4 minutes,Saucer shaped craft&#44that faded in out of view 3 times.,1/22/2000,36.0330556,-86.7827778
01-10-00 19:15,mannford,ok,1,United States,oval,8,6 to 8 seconds,Two bright objects perpendicular to one another and appeared to be heading on a fast collision course&#44 when one passed over the other&#44,1/22/2000,36.1333333,-96.3541667
01-10-00 20:30,sevierville,tn,1,United States,oval,900,15 mins,i walked outside to get something from the car.an oval shape custer of lights flying really low was flying west&#44north-west very slowly.,1/22/2000,35.8680556,-83.5619444
01-10-00 21:00,conroe,tx,1,United States,light,1800,more than  30 min,three lights in triangl form moved in &quot; L &quot; shape patern.....seemed to be one object....,09-02-05,30.3116667,-95.4558333
01-10-00 21:30,san diego,Canada,1,United States,light,10,10 seconds,Green ball of light flying up from bushes.,4/26/2000,32.7152778,-117.1563889
01-10-00 22:00,erie (area),pa,1,United States,unknown,60,less than a minute,dark object with strobe/beacon.stationary over Interstate 90 near Erie&#44PA,12-07-06,42.1291667,-80.0852778
01-10-01 5:13,arden,nc,1,United States,cigar,30,30 secs,High SPeed Cigar Shaped Object - Sky Turning  Brighter Than Noon for 1000 Miles For Over 20 Secs,9/24/2003,35.4661111,-82.5166667
01-10-01 6:00,new carlisle,in,1,United States,light,600,ten minutes,I saw two stationery lights hovering over an open field early in the morning sky.,04-01-01,41.7002778,-86.5094444
01-10-01 6:45,vaudreuil (canada),pq,1,Canada,changing,360,6 min.,A bright object seen from a far distance on a cold winter morning which changed shape as it moved and left a trail of light.,2/18/2001,45.4,-74.033333
01-10-01 12:10,graham,nc,1,United States,egg,900,@ 15 min,1/09/01 I had contact with Peter Davenport as to a questionable sighting of circular or egg shaped objects in southern sky shortly afte,2/18/2001,36.0688889,-79.4008333
01-10-01 15:00,berlin,ma,1,United States,disk,1200,20 min,I can prove beyond a reasonable doubt that what I saw was not manufactured by a human being.,4/22/2003,42.3811111,-71.6375
01-10-01 16:30,waldoboro,me,1,United States,cigar,900,10-15-min,red cigar shaped object in sky over Waldoboro&#44 Maine,2/18/2001,44.0952778,-69.3761111
01-10-01 17:15,bellingham,wa,1,United States,triangle,180,2-3 mintues,Black triangular object moving erratically in sky.,2/18/2001,48.7597222,-122.4869444
01-10-01 18:20,eagle rock,Canada,1,United States,cigar,240,2-4 minutes,1/10/01 6:20 PM. Saw a large elongated tube cigar like object. Dark outside. Several long stream blinking lights. I was bewildered,2/18/2001,34.1388889,-118.2130556
01-10-01 19:36,friendship,wi,1,United States,formation,900,15 minutes,From Friendship&#44 Wisconsin&#44 bright orange lights seen in eastern sky below full moon on 1/10/01.,2/18/2001,43.9705556,-89.8166667
01-10-01 20:00,victoria/port angeles (bc/wa) (canada),bc,1,Unknown,formation,300,5 minutes,Formation of lights in shape of Great Bear Star System moving west above Port Angelos.,8/16/2002,48.273173,-123.398416
01-10-01 21:30,rockford,il,1,United States,light,600,10 min.,CREATING SYMBOLS OF GREETING OR COMMUNICATION,06-12-02,42.2711111,-89.0938889
01-10-02 3:00,fountain hills,az,1,United States,rectangle,15,15 seconds,Triangular UFO seen in Fountain Hills&#44 AZ,01-11-02,33.6116667,-111.7166667
01-10-02 12:30,100 mile (canada),bc,1,Unknown,disk,15,hour,it had came as close 50 metres from the house.,4/22/2003,51.64397,-121.29501
01-10-02 17:25,nottingham (uk/england),Unknown,1,Great Britain,circle,3,3 seconds,A blue/green round object that moved very fast but silently left to right from one cloud across a gap in sky to next cloud,1/29/2002,52.966667,-1.166667
01-10-02 17:30,upper darby,pa,1,United States,circle,10,0:10,Bright white round light decending in the sky at rush hour in Suburban Phila.  Near Auto Accident.,1/29/2002,39.9283333,-75.2741667
01-10-02 21:30,phoenix,az,1,United States,Unknown,30,30 sec.,bluish-white object streaks across sky&#44 explodes into orange fireball then falls toward earth,01-11-02,33.4483333,-112.0733333
01-10-02 21:50,chandler,az,1,United States,cylinder,2,2 seconds,Driving south on the 101 in between Ray and Chandler Blvd. A defining GREEN cylinder shaped object started at about 12:00 from looking,01-11-02,33.3061111,-111.8405556
01-10-03 4:45,lockport,ny,1,United States,flash,420,7 minutes,Lockport&#44 NY Sighting.  Hovering object pulsating and emitting different colors.,3/21/2003,43.1705556,-78.6905556
01-10-03 10:00,princess anne,md,1,United States,other,420,5-7 min,PULSATING LIGHTS  OVER PR. ANNE..MD,11-03-05,38.2027778,-75.6927778
01-10-03 10:00,richfield,ut,1,United States,fireball,300,5 min,bright blue light that turned night into day,10-10-11,38.7725,-112.0833333
01-10-03 17:00,carbondale,il,1,United States,circle,60,about 1 min. or more,the lights were really bright like meteors burning in the sky&#44 but they hovered and went different directions northeast and northwest.,3/21/2003,37.7272222,-89.2166667
01-10-03 18:30,woodbury,ct,1,United States,oval,1800,30 minutes,Oval orange glowing object hovers over Three Rivers Park&#44 shoots laser-beam to ground. Not a balloon&#33,3/21/2003,41.5444444,-73.2094444
01-10-03 18:40,old town,me,1,United States,other,240,4 min,we saw a bommerang shaped ship hover thain take off without making a sound.,03-04-03,44.9341667,-68.6458333
01-10-03 19:30,aiken,sc,1,United States,unknown,1800,30 min.,Unknown Slow Pulsing Light object moving accross I-20,03-04-03,33.5602778,-81.7197222
01-10-03 20:00,huntsville,ar,1,United States,oval,5,5 seconds,It was an overcast night but the stars were just barely shining through.  My girlfriend and I were outside burning brush.  We were look,1/17/2004,36.0861111,-93.7411111
01-10-03 20:00,olympia,wa,1,United States,disk,240,4 minutes,Bright Glowing Orange-Red Ball in night sky&#44 dropping exploding balls of white light.,02-11-03,47.0380556,-122.8994444
01-10-03 20:30,paramaribo (suriname),Unknown,1,Unknown,triangle,45,45 sec,I saw somting last night&#44 when i was stargazing  . I live in south amerika&#44 in the neigberhood of the capitole and have a big yard 20 a,03-04-03,5.852036,-55.203828
01-10-03 21:09,busselton (australia),Unknown,1,Australia,light,300,5minutes,3 light moviving erractically across the sky,3/21/2003,-33.652489,115.345497
01-10-03 21:45,burbank,Canada,1,United States,oval,900,15 minutes,Third sighting of yellowish/orange lights over Burbank / N. Hollywood Area.,03-11-03,34.1808333,-118.3080556
01-10-03 22:00,cullman,al,1,United States,diamond,600,10 minutes,orange fireball in cull. al.,3/21/2003,34.1747222,-86.8436111
01-10-03 23:00,falls church,va,1,United States,cigar,6,6 seconds,this object in the sky affected the working of my car as long as it was in the sky,3/21/2003,38.8822222,-77.1713889
01-10-03 23:15,victoria (canada),bc,1,Canada,flash,4,4 seconds,I&#39ve been meaning to write this for sometime.  I believe the date was Jan 10&#44 2003 - might have been the week before.  4 of us were sit,05-02-03,46.216667,-63.483333
01-10-04 0:00,dunstable (uk/england),Unknown,1,Great Britain,changing,1800,30 mins,Metallic craft went from saucer to teardrop shape,1/17/2004,51.883333,-0.516667
01-10-04 5:50,bergenfield,nj,1,United States,other,45,45 seconds,Three &quot;stars&quot; in a perfect &quot;v&quot; formation&#44 one drops slowly out of the sky.,1/17/2004,40.9275,-73.9977778
01-10-04 6:15,north miami,fl,1,United States,light,60,1 minute,Moving bright light amongst the stars around 6:15 am in Miami...duration 1 min.,1/17/2004,25.8897222,-80.1869444
01-10-04 7:30,fort wayne,in,1,United States,fireball,3,3 seconds,Saw a large bright yellow/orange fireball that streaked almost straight down very fast and appeared to hit the ground while I was drivi,1/17/2004,41.1305556,-85.1288889
01-10-04 15:30,saratoga,ny,1,Unknown,disk,180,3 min.,I was southbound and the northbound disk shaped&#44 metalic &#44 object approached then passed overhead on a clear bitter cold afternoon.,1/17/2004,43.044848,-73.630073
01-10-04 17:35,elsmere,Europe,1,United States,circle,600,10 minutes,Lights outside Elsmere Pt. 2,1/17/2004,39.7391667,-75.5983333
01-10-04 18:00,jackson,ms,1,United States,light,900,10-15 min,Three lights in a triangular white ligt  formation without red flashing lights moving east to west  making no sound.,03-09-04,32.2986111,-90.1847222
01-10-04 18:00,jackson,ms,1,United States,unknown,900,10 -15 mins,I am sending this in order to correct some errors in my previous entry of 3/4/2004. Three lights in a triangular white light format,4/27/2007,32.2986111,-90.1847222
01-10-04 19:15,naugatuck,ct,1,United States,light,900,about 15 min,Erratic-moving amber light in sky,1/17/2004,41.4858333,-73.0511111
01-10-04 19:30,rock creek,al,1,United States,diamond,3600,1 hour,Coming home from the store my husband and I noticed two bright lights in the sky. We went into the house&#44 got our binoculars (our two d,1/17/2004,34.5966667,-87.9166667
01-10-04 21:30,athens,tn,1,United States,oval,300,5 min.,Larger oval extreme-bright object moving downward then dissappeared into sky,1/19/2005,35.4427778,-84.5930556
01-10-04 23:00,guatemala,Unknown,1,Unknown,light,10800,3 hours,in guatemala city the whole city saww it and lasted 3 hours the news broadcast got it on tape is a good tape it proofs it there were fl,1/17/2004,15.783471,-90.230759
01-10-05 5:15,murfreesboro,tn,1,United States,disk,20,20 seconds,At first we thought it was lighting&#44 when 4 rapid bursts of light went off&#44 but they illuminated a LARGE saucer style craft- very shine,1/19/2005,35.8455556,-86.3902778
01-10-05 6:30,shavat (uzbekistan),Unknown,1,Unknown,light,30,about 30 seconds,I spotted a green light speeding in all directions in the skies of Uzbekistan.,11/28/2007,41.65,60.3
01-10-05 10:15,savannah,ga,1,United States,sphere,15,15 seconds,This white dot was moving across the sky from the NW to SE in Savannah GA about 10:15 am on 1/10/05. No noise. It went into the clouds,02-08-05,32.0833333,-81.1
01-10-05 17:24,denver (i-25&#44 southbound),co,1,United States,Unknown,30,20-30 sec.,Solo driver witnesses oblong&#44 rectangular object w/ lights moving to the north above freeway,09-02-05,39.7391667,-104.9841667
01-10-05 18:00,lincoln city,or,1,United States,light,180,3 minutes,Bright light over ocean that was later joined by another.  Both meandered around each other before disappearing.,01-11-05,44.9583333,-124.0166667
01-10-05 18:45,bellevue,wa,1,United States,changing,900,15 minutes,Multi colored object&#44 split into 3 lights&#44 then split into 2 white lights northwesterly of Mercer Island&#44 WA,01-11-05,47.6105556,-122.1994444
01-10-05 19:00,fortescue (over the delaware bay),nj,1,United States,circle,30,30 seconds,Light with erratic flight pattern,01-11-05,39.2375,-75.1719444
01-10-05 19:18,barryton,mi,1,United States,circle,0.5,1/2 second,1 white light with a red 1 following it. it lasted a half a second. they left a haze &amp; trail that disapeared quickly.,1/19/2005,43.7525,-85.1469444
01-10-05 19:22,houston,tx,1,United States,oval,60,1  minute,An oval object with lights very close to the Fwy,01-11-05,29.7630556,-95.3630556
01-10-05 21:30,marathon,fl,1,United States,light,5,5 seconds,Set of four frosty lights that revolved very fast within a shape of plus sign&#44 zoomed across sky at warp speed.,8/27/2009,24.7133333,-81.0905556
